Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_cell_communication_(GO:0010648),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.1353148591956455,11.640775767153109,Dsp1;MEP-1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_nervous_system_development_(GO:0051961),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.1044132648878175,11.553788792174636,Dsp1;MEP-1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_endopeptidase_activity_(GO:0010951),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.085046304058553,11.499271432316682,Dsp1;MEP-1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,epithelial_cell_migration_(GO:0010631),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.074766760765642,11.470334854925138,Dsp1;MEP-1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,activation_of_GTPase_activity_(GO:0090630),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-7.641505827955678,11.447702225381558,MEP-1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,morphogenesis_of_a_polarized_epithelium_(GO:0001738),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.036453312781074,11.362483754817712,Dsp1;robo2;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,regulation_of_gastrulation_(GO:0010470),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.0294042905704,11.342640988371604,Dsp1;MEP-1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,regulation_of_ecdysteroid_biosynthetic_process_(GO:0007554),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-4.023810332493127,11.326894179761956,Dsp1;MEP-1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,meiotic_sister_chromatid_cohesion_(GO:0051177),1/200,0.5919899825931167,0.5919899825931167,0.6153158258446757,0.6153158258446757,-21.59955132223508,11.323900989290744,MEP-1
GO_Biological_Process_GeneRIF_Predicted_zscore,Rab_protein_signal_transduction_(GO:0032482),1/44,0.1783565074623861,0.3499368677534138,0.1910708941165011,0.382835242400092,-6.566884332658192,11.32111736714743,Dsp1
GO_Biological_Process_GeneRIF_Predicted_zscore,cardiac_muscle_tissue_development_(GO:0048738),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-3.973660297663794,11.185723475706608,Dsp1;robo2;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,myoblast_fusion_(GO:0007520),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-3.9642809093610536,11.159320805104038,Dsp1;MEP-1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,mitochondrial_membrane_organization_(GO:0007006),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-7.443511453776898,11.15108782909236,ND-MNLL;ox
GO_Biological_Process_GeneRIF_Predicted_zscore,glycoside_catabolic_process_(GO:0016139),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-7.409887195221549,11.100715493042747,MEP-1;Galphai
GO_Biological_Process_GeneRIF_Predicted_zscore,melanin_biosynthetic_process_(GO:0042438),1/200,0.5919899825931167,0.5919899825931167,0.6153158258446757,0.6153158258446757,-21.10433853286794,11.06427797621217,Pat1
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_BMP_signaling_pathway_(GO:0030514),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-3.9183030227708926,11.029894561573029,Dsp1;unc-119;numb
