Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_2018,epidermis development (GO:0008544),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.2902065195191765,6.057190957587789,Rok
GO_Biological_Process_2018,morphogenesis of an epithelium (GO:0002009),2/66,0.0224261295597087,0.1345056624303814,0.034217556639522,0.1875494608760724,-1.5860492308806968,6.023067159448523,egh;Rok
GO_Biological_Process_2018,regulation of actin filament-based process (GO:0032970),1/20,0.0677517854338835,0.1579786390756397,0.0865730505413165,0.2027147780636825,-2.17978494168905,5.86777282011041,Rok
GO_Biological_Process_2018,neuroblast development (GO:0014019),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.2020095479566524,5.82392557558752,numb
GO_Biological_Process_2018,formation of animal organ boundary (GO:0010160),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.192081466358591,5.79766755668423,robo2
GO_Biological_Process_2018,ATP generation from ADP (GO:0006757),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.165854809837915,5.728302691388959,Hex-A
GO_Biological_Process_2018,glycolytic process (GO:0006096),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.1390974548138297,5.657534222467264,Hex-A
GO_Biological_Process_2018,"regulation of female receptivity, post-mating (GO:0046008)",1/23,0.0775163884607302,0.1619929881456818,0.0983307990133446,0.207854196405982,-2.198707371290979,5.622679386811112,egh
GO_Biological_Process_2018,dosage compensation (GO:0007549),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.1215850482546945,5.6112170062024775,Sxl
GO_Biological_Process_2018,translation (GO:0006412),4/225,0.0080119985674455,0.1345056624303814,0.0160482373086931,0.1875494608760724,-1.1526366276106033,5.56356380978232,RpL39;mRpL33;RpL41;CG13364
GO_Biological_Process_2018,regulation of phosphorylation (GO:0042325),1/23,0.0775163884607302,0.1619929881456818,0.0983307990133446,0.207854196405982,-2.1436938304628077,5.481995134759675,Rok
GO_Biological_Process_2018,regulation of RNA splicing (GO:0043484),1/22,0.0742727752006275,0.1619146499373681,0.0944279660631227,0.207234529547927,-2.088394055016536,5.429847121975586,Sxl
GO_Biological_Process_2018,positive regulation of actin filament polymerization (GO:0030838),1/22,0.0742727752006275,0.1619146499373681,0.0944279660631227,0.207234529547927,-2.07845990431747,5.404018222753706,capu
GO_Biological_Process_2018,neuroblast differentiation (GO:0014016),1/25,0.0839700430681121,0.1624745803743944,0.1060875478379756,0.207854196405982,-2.146235502571452,5.316858852547341,numb
GO_Biological_Process_2018,regulation of secretion by cell (GO:1903530),1/25,0.0839700430681121,0.1624745803743944,0.1060875478379756,0.207854196405982,-2.143106926339585,5.309108445746997,Frq2
GO_Biological_Process_2018,"tracheal outgrowth, open tracheal system (GO:0007426)",1/26,0.0871801605679093,0.163359098222386,0.1099415959468857,0.207854196405982,-2.13382810978095,5.206067924403342,robo2
GO_Biological_Process_2018,dsRNA transport (GO:0033227),1/27,0.0903791887415197,0.1641888595470941,0.1137795142405834,0.207854196405982,-2.15896641324419,5.189596627304948,egh
GO_Biological_Process_2018,cellular response to radiation (GO:0071478),1/24,0.0807487983723123,0.1619929881456818,0.1022173041908427,0.207854196405982,-2.030445416202036,5.10943761235542,ninaE
