names,scores,logfoldchanges,pvals,pvals_adj,significant
lncRNA:CR44645,-0.025975883,-17.136242,0.9792765740400047,1.0,False
whe,-0.025975883,-18.75452,0.9792765740400047,1.0,False
shps,-0.025975883,-17.605099,0.9792765740400047,1.0,False
CG33177,-0.025975883,-17.484682,0.9792765740400047,1.0,False
CG13983,-0.025975883,-17.594332,0.9792765740400047,1.0,False
Mst36Fb,-0.026133299,-0.42220616,0.9791510172402829,1.0,False
lncRNA:CR44904,-0.026136393,-0.58152336,0.9791485492985255,1.0,False
CG13605,-0.026338287,-0.2349656,0.9789875165313291,1.0,False
CCAP,-0.026603226,-1.2631851,0.9787762008860316,1.0,False
CG13069,-0.026603226,-1.1350399,0.9787762008860316,1.0,False
CG31219,-0.026603226,-1.7399219,0.9787762008860316,1.0,False
CG12310,-0.026603226,-1.1328785,0.9787762008860316,1.0,False
APC7,-0.026603999,-1.7011042,0.9787755839082187,1.0,False
Spindly,-0.026603999,-1.8185475,0.9787755839082187,1.0,False
lncRNA:CR45240,-0.026604772,-2.202401,0.9787749669304187,1.0,False
CG31391,-0.026604772,-2.1919906,0.9787749669304187,1.0,False
CG32246,-0.026604772,-2.3998587,0.9787749669304187,1.0,False
Galphaf,-0.026604772,-2.6437361,0.9787749669304187,1.0,False
lncRNA:CR43878,-0.026604772,-2.0129242,0.9787749669304187,1.0,False
Nepl10,-0.026605546,-2.6755755,0.9787743499526311,1.0,False
Ccp84Ag,-0.026605546,-3.5491972,0.9787743499526311,1.0,False
CG11068,-0.026605546,-2.4369326,0.9787743499526311,1.0,False
Cyp4d20,-0.026605546,-2.5310571,0.9787743499526311,1.0,False
CG43814,-0.02660632,-4.2184663,0.9787737329748564,1.0,False
lncRNA:CR45905,-0.02660632,-2.946868,0.9787737329748564,1.0,False
CG14423,-0.02660632,-3.6962726,0.9787737329748564,1.0,False
mir-4976,-0.02660632,-2.9007652,0.9787737329748564,1.0,False
CG13334,-0.026767217,-0.57274574,0.9786454018742664,1.0,False
aspr,-0.026789648,-0.89515007,0.9786275096011822,1.0,False
CG17122,-0.027038341,-0.13002194,0.978429152882319,1.0,False
mir-4980,-0.02723134,-1.4023935,0.9782752191154754,1.0,False
CG17764,-0.02723134,-0.7789385,0.9782752191154754,1.0,False
CG13051,-0.02723134,-0.9515012,0.9782752191154754,1.0,False
CG32712,-0.027232887,-1.359772,0.9782739851807256,1.0,False
CG13872,-0.027232887,-1.3456303,0.9782739851807256,1.0,False
CG31551,-0.027232887,-1.1741894,0.9782739851807256,1.0,False
CG15865,-0.027232887,-1.0410167,0.9782739851807256,1.0,False
lncRNA:CR43607,-0.02723366,-1.1930736,0.9782733682133702,1.0,False
asRNA:CR45016,-0.02723366,-1.680601,0.9782733682133702,1.0,False
CG32040,-0.027234435,-1.5956166,0.9782727512460276,1.0,False
CG32686,-0.027235208,-1.716561,0.9782721342786982,1.0,False
ppk12,-0.027235208,-1.9181846,0.9782721342786982,1.0,False
CG2444,-0.027235208,-1.872358,0.9782721342786982,1.0,False
Alms1b,-0.027236754,-2.9261122,0.9782709003440783,1.0,False
